"legid","Term","FirstName","LastName","Age","Hometown","Qualifier","OccupationSlovak","Party","PartyName","PartyVote","PartyPrefVotes","PartySeats","PrefVotes","InitialRank","FinalRank","RankDifference","ClearedThresh","InitialTop4","MovedToSafe","MovedUp","GearysC","Discipline","things.sponsored","bills.sponsored","amend.sponsored","mean.bill.cosp","mean.amend.cosp","unique.bill.cosp","unique.amend.cosp","RiceOrdinary","RiceDesposato","RollRate","Party_next","PartyName_next","PartyVote_next","PartyPrefVotes_next","PartySeats_next","PrefVotes_next","InitialRank_next","FinalRank_next","RankDifference_next","ClearedThresh_next","InitialTop4_next","MovedToSafe_next","MovedUp_next","GearysC_next","Retired","Switched","TitlesNumber"
245,2002,"Eva","Cerná",38,"","0","novinárka",17,"ANO",230309,442270,15,78008,4,2,2,1,1,0,1,0.1786578,0.81545518701482,30,11,19,3.81818181818182,3.125,27,16,0.397366395072817,0.625876417160821,0.13196894848271,8,"ANO",32775,71843,0,16819,1,1,0,1,1,0,0,0.1434177,0,0,1
246,2002,"Miroslav","Cíž",48,"","JUDr.","právnik",5,"Smer",387100,673096,25,3573,17,17,0,0,0,0,0,0.1615758,0.887791107974594,40,7,33,7,4.66666666666667,20,35,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,3221,26,27,-1,0,0,0,0,0.4299674,0,0,1
246,2006,"Miroslav","Číž",52,"Štiavnické Bane","JUDr.","poslanec NR SR",19,"Smer",671185,1440267,50,3221,26,27,-1,0,0,0,0,0.4299674,0.953896221298138,2,2,0,1.5,0,2,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,6710,13,13,0,0,0,0,0,1.309988,0,0,1
247,2002,"Vladimír","Dado",54,"","RSDr.","obch. námestník",10,"KSS",181872,307307,10,28512,3,3,0,1,1,0,0,0.2633063,0.882674664784757,28,16,12,8.0625,18.25,36,49,0.718772053634439,0.77209284090018,0.18454481298518,16,"KSS",89418,189872,0,11397,7,5,2,1,0,0,1,0.255781,0,0,1
248,2002,"Anton","Danko",43,"","Ing.","viceprimátor mesta",17,"ANO",230309,442270,15,9828,5,5,0,0,0,0,0,0.2534645,0.613443895553987,4,3,1,2.66666666666667,0,6,0,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
249,2002,"Mária","Demeterová",53,"","Mgr.","námestnícka primátor",12,"KDH",237202,523559,15,2368,14,14,0,0,0,0,0,0.1199604,0.931016231474947,25,13,12,7.15384615384615,6.09090909090909,32,48,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,3340,16,20,-4,0,0,0,0,0.1118458,0,0,1
250,2002,"Ferdinand","Devínsky",54,"","Dr. h. c","vysokoškolský ucitel",2,"SDKÚ",433953,869811,28,16565,10,10,0,0,0,0,0,0.1378653,0.925194071983063,4,2,2,4.5,2,8,2,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,5287,24,24,0,0,0,0,0,0.240574,0,0,1
250,2006,"Ferdinand","Devínsky",58,"Bratislava","Dr. h. c., prof., Ing., D","poslanec NR SR",18,"SDKÚ",422815,999034,31,5287,24,24,0,0,0,0,0,0.240574,0.856083890797324,7,4,3,34.75,4.66666666666667,60,14,0.732176218887483,0.732176218887483,0.24697161453625,,,,,,,,,,,,,,,1,,4
251,2002,"Ján","Drgonec",50,"","JUDr., D","advokát",17,"ANO",230309,442270,15,21825,3,4,-1,0,1,0,0,0.1358396,0.729004940014114,33,19,14,3.42105263157895,1.28571428571429,36,9,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,2
252,2002,"Karol","Džupa",49,"","MUDr., C","lekár",6,"HZDS",560691,1310310,35,3312,31,30,1,0,0,0,1,0.4592534,0.758997882851094,10,4,6,9.25,1.33333333333333,23,3,0.432486473770877,0.627355601968387,0.167254763585039,,,,,,,,,,,,,,,1,,2
253,2002,"Jozef","Elsner",42,"","JUDr.","podnikatel",6,"HZDS",560691,1310310,35,2734,22,21,1,0,0,0,1,0.3145165,0.666725476358504,7,3,4,10,2.66666666666667,19,7,0.432486473770877,0.627355601968387,0.167254763585039,,,,,,,,,,,,,,,1,,1
254,2002,"Karol","Fajnor",47,"","Ing.","dopr. inžinier",10,"KSS",181872,307307,10,6762,11,10,1,0,0,1,1,0.0972071,0.864502470007057,19,11,8,8.27272727272727,9.875,23,47,0.718772053634439,0.77209284090018,0.18454481298518,16,"KSS",89418,189872,0,3621,150,8,142,1,0,0,1,0.1674917,0,0,1
255,2002,"Iván","Farkas",36,"","Ing.","ekonomický inžinier",11,"SMK",321069,789916,20,5158,14,15,-1,0,0,0,0,0.4158838,0.969654199011997,3,2,1,2.5,7,3,7,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,13134,6,11,-5,1,0,0,0,0.8217573,0,0,1
255,2006,"Iván","Farkas",40,"Mužla","Ing.","ekonomický inžinier",10,"SMK",269111,791726,20,13134,6,11,-5,1,0,0,0,0.8217573,0.919182787922618,16,6,10,19,6.75,59,22,0.765804857470017,0.765804857470017,0.255107575483638,7,"SMK",109638,309527,0,11785,4,6,-2,1,1,0,0,0.6366696,0,0,1
256,2002,"Igor","Federic",39,"","Ing.","stavebný inžinier",5,"Smer",387100,673096,25,1520,22,22,0,0,0,0,0,0.0982818,0.875088214537756,20,12,8,4.5,2,16,8,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,1863,14,16,-2,0,0,0,0,0.0299826,0,0,1
257,2002,"Darina","Gabániová",46,"","MUDr., P","stomatológ",5,"Smer",387100,673096,25,3406,16,16,0,0,0,0,0,0.058455,0.932074805928017,2,0,2,0,9,0,18,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,5162,21,22,-1,0,0,0,0,0.1023111,0,0,2
257,2006,"Darina","Gabániová",50,"Bratislava","MUDr., PhD.","poslankyňa NR SR",19,"Smer",671185,1440267,50,5162,21,22,-1,0,0,0,0,0.1023111,0.975230518893509,0,0,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,975,50,50,0,0,0,0,0,1.124684,0,0,2
258,2002,"Gábor","Gál",27,"","Mgr.","právnik",11,"SMK",321069,789916,20,5247,18,19,-1,0,0,0,0,0.1459189,0.969124911785462,11,1,10,8,3.5,8,19,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,7113,14,19,-5,0,0,0,0,0.3784116,0,0,1
258,2006,"Gábor","Gál",31,"Veľká Mača","Mgr.","právnik",10,"SMK",269111,791726,20,7113,14,19,-5,0,0,0,0,0.3784116,0.820647260893148,11,6,5,16.5,1.5,56,3,0.765804857470017,0.765804857470017,0.255107575483638,18,"MOST-HÍD",205538,506726,14,21149,5,4,1,1,0,0,1,0.8911842,0,1,1
259,2002,"Andej","Hajduk",54,"","0","vodohospodár",12,"KDH",237202,523559,15,2187,13,13,0,0,0,0,0,0.3842195,0.970183486238532,9,7,2,9,1,30,1,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,1392,23,25,-2,0,0,0,0,0.4463017,0,0,1
260,2002,"Richárd","Hamerlik",35,"","Ing.","strojný inžinier",11,"SMK",321069,789916,20,4399,19,20,-1,0,0,0,0,0.567212,0.958892025405787,11,3,8,5.66666666666667,4.14285714285714,13,26,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,3296,36,37,-1,0,0,0,0,0.6413361,0,0,1
261,2002,"Bohumil","Hanzel",54,"","0","generálny riaditel",5,"Smer",387100,673096,25,7971,8,8,0,0,0,0,0,0.0568568,0.787050105857445,15,1,14,0,3.77777777777778,0,27,0.683028829817821,0.756230308806173,0.111326746647848,,,,,,,,,,,,,,,1,,1
262,2002,"Jozef","Heriban",49,"","PhDr.","marketingový manažér",17,"ANO",230309,442270,15,9651,13,13,0,0,0,0,0,0.1093426,0.799223712067749,6,4,2,6,4,21,8,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
263,2002,"Ivan","Hopta",44,"","PhDr., C","šéfredaktor Úsvitu",10,"KSS",181872,307307,10,37095,2,2,0,1,1,0,0,0.5097886,0.738355681016232,1,0,1,0,0,0,0,0.718772053634439,0.77209284090018,0.18454481298518,5,"ZRS",6864,13448,0,1283,2,2,0,1,1,0,0,0.2105946,0,1,2
264,2002,"Zoltán","Horváth",33,"","0","štátny zamestnanec",2,"SDKÚ",433953,869811,28,848,21,21,0,0,0,0,0,0.0437791,0.976182074805928,6,6,0,7,0,29,0,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,1155,30,30,0,0,0,0,0,0.1969297,0,0,1
264,2006,"Zoltán","Horváth",37,"Galanta","PhDr.","poslanec NR SR",18,"SDKÚ",422815,999034,31,1155,30,30,0,0,0,0,0,0.1969297,0.92749954800217,12,9,3,15.8888888888889,4.5,60,9,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,2163,13,16,-3,0,0,0,0,1.344607,0,0,1
265,2002,"Jozef","Hrdlicka",47,"","0","riaditel MFK",26,"PSNS",105084,188149,0,439,28,28,0,0,0,0,0,0.1557753,1,18,15,3,7.33333333333333,5,26,10,1,,0.18560338743825,16,"KSS",89418,189872,0,18973,2,2,0,1,1,0,0,0.192317,0,1,1
266,2002,"Rudolf","Chmel",63,"","doc., Ph","literárny vedec",17,"ANO",230309,442270,15,3057,10,10,0,0,0,0,0,0.0853632,0.451482004234298,0,0,0,0,0,0,0,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,2
267,2002,"Miroslav","Chovanec",53,"","MUDr.","lekár",5,"Smer",387100,673096,25,7508,14,14,0,0,0,0,0,0.0630897,0.861503175723359,6,3,3,5,18,5,35,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,19187,11,13,-2,0,0,0,0,0.6280692,0,0,1
267,2006,"Miroslav","Chovanec",57,"Trenčín","MUDr.","poslanec NR SR",19,"Smer",671185,1440267,50,19187,11,13,-2,0,0,0,0,0.6280692,0.325800036159826,4,4,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,,,,,,,,,,,,,,,1,,1
268,2002,"Jaroslav","Jaduš",35,"","Ing.","podnikatel",6,"HZDS",560691,1310310,35,2306,28,27,1,0,0,0,1,0.3437373,0.830980945659845,43,6,37,7.16666666666667,11.4444444444444,26,58,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,2552,19,20,-1,0,0,0,0,0.2145775,0,0,1
269,2002,"Stanislav","Janiš",43,"","Ing.","stavebný inžinier",2,"SDKÚ",433953,869811,28,1713,25,25,0,0,0,0,0,0.0793382,0.953775582215949,9,1,8,4,2.66666666666667,4,15,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,3602,18,18,0,0,0,0,0,0.2151264,0,0,1
269,2006,"Stanislav","Janiš",47,"Martin","Ing.","poslanec NR SR",18,"SDKÚ",422815,999034,31,3602,18,18,0,0,0,0,0,0.2151264,0.907792442596276,12,10,2,14.8,1,60,2,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,8891,8,11,-3,0,0,0,0,1.464461,0,0,1
270,2002,"Mikuláš","Jušcík",54,"","0","podnikatel",10,"KSS",181872,307307,10,3727,9,8,1,0,0,0,1,0.420548,0.899964714184898,14,9,5,8.22222222222222,11.6666666666667,11,32,0.718772053634439,0.77209284090018,0.18454481298518,16,"KSS",89418,189872,0,2865,5,11,-6,1,0,0,0,0.3857367,0,0,1
271,2002,"Robert","Kalinák",31,"","JUDr.","advokát",5,"Smer",387100,673096,25,8160,7,7,0,0,0,0,0,0.0985914,0.805928016937191,35,15,20,1.46666666666667,7.11111111111111,10,46,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,299253,2,2,0,1,1,0,0,0.5740116,0,0,1
272,2002,"Ivan","Kino",47,"","Ing.","audítor",6,"HZDS",560691,1310310,35,3440,15,15,0,0,0,0,0,0.2211051,0.640613973182781,3,2,1,10,5,18,5,0.432486473770877,0.627355601968387,0.167254763585039,,,,,,,,,,,,,,,1,,1
273,2002,"Eduard","Kolesár",31,"","0","asistent",6,"HZDS",560691,1310310,35,2440,24,23,1,0,0,0,1,0.1045177,0.793401552575865,8,3,5,8.66666666666667,2,23,5,0.432486473770877,0.627355601968387,0.167254763585039,15,"ASV",3160,5904,0,105,32,12,20,1,0,0,1,0.098569,0,1,1
274,2002,"Zsolt","Komlósy",47,"","0","teoretický kyberneti",11,"SMK",321069,789916,20,8006,10,11,-1,0,0,0,0,0.6595581,0.836450247000706,4,1,3,2,12,2,24,0.742781749562763,0.785533373686545,0.0127028934368384,,,,,,,,,,,,,,,1,,1
275,2002,"Maroš","Kondrót",41,"","Ing.","ekonóm",5,"Smer",387100,673096,25,2879,13,13,0,0,0,0,0,0.0533642,0.924311926605505,22,2,20,2,15.5,2,30,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,1727,22,23,-1,0,0,0,0,0.0596164,0,0,1
275,2006,"Maroš","Kondrót",45,"Bratislava","Ing.","poslanec NR SR",19,"Smer",671185,1440267,50,1727,22,23,-1,0,0,0,0,0.0596164,0.901645272102694,6,6,0,1.5,0,7,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,642,30,30,0,0,0,0,0,0.5658666,0,0,1
276,2002,"Ján","Kovarcík",51,"","Ing.","ekonóm",6,"HZDS",560691,1310310,35,5242,11,11,0,0,0,0,0,0.3179567,0.785815102328864,4,3,1,7.66666666666667,2,22,2,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,6948,7,12,-5,1,0,0,0,0.4378802,0,0,1
276,2006,"Ján","Kovarčík",54,"Nitra","Ing.","poslanec NR SR",14,"HZDS",202540,527450,15,6948,7,12,-5,1,0,0,0,0.4378802,0.875067799674562,3,2,1,2,5,2,5,0.674177363948653,0.674177363948653,0.0142831314409691,8,"HZDS",109480,236360,0,4453,9,11,-2,1,0,0,0,1.670375,0,0,1
277,2002,"Pavol","Kubovic",42,"","Ing.","stavebný inžinier",2,"SDKÚ",433953,869811,28,2594,18,18,0,0,0,0,0,0.0779918,0.959421312632322,0,0,0,0,0,0,0,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,2972,7,10,-3,0,0,0,0,0.2130331,0,0,1
277,2006,"Pavol","Kubovič",46,"Bratislava","Ing.","starosta",18,"SDKÚ",422815,999034,31,2972,7,10,-3,0,0,0,0,0.2130331,0.934550714156572,4,3,1,45.6666666666667,0,60,0,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,1333,20,22,-2,0,0,0,0,1.076596,0,0,1
278,2002,"Jana","Laššáková",50,"","JUDr.","komercná právnicka",5,"Smer",387100,673096,25,3163,25,25,0,0,0,0,0,0.0927159,0.954834156669019,37,6,31,3.66666666666667,4,10,58,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,18481,10,12,-2,0,0,0,0,0.2451922,0,0,1
278,2006,"Jana","Laššáková",54,"Vlkanová","JUDr.","poslankyňa NR SR",19,"Smer",671185,1440267,50,18481,10,12,-2,0,0,0,0,0.2451922,0.981739287651419,8,6,2,1.4,1,7,2,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,6770,17,17,0,0,0,0,0,1.991755,0,0,1
279,2002,"Lubomír","Lintner",53,"","0","novinár",17,"ANO",230309,442270,15,71837,2,3,-1,1,1,0,0,0.194928,0.762173606210304,24,21,3,5.33333333333333,2.33333333333333,41,7,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
280,2002,"Daniel","Lipšic",29,"","JUDr.","advokát",12,"KDH",237202,523559,15,42727,6,4,2,1,0,0,1,0.2594338,0.348447424135498,7,7,0,6,0,14,0,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,86536,3,2,1,1,1,0,1,0.4649928,0,0,1
280,2006,"Daniel","Lipšic",32,"Bratislava","JUDr.","poslanec NR SR",6,"KDH",191443,485752,14,86536,3,2,1,1,1,0,1,0.4649928,0.876514192731875,47,40,7,5.61538461538461,0.75,61,3,0.723919725185319,0.723919725185319,0.287470620141023,13,"KDH",215755,518170,15,75956,3,2,1,1,1,0,1,1.450635,0,0,1
281,2002,"Juraj","Liška",37,"","Ing.","strojný inžinier",2,"SDKÚ",433953,869811,28,2517,13,13,0,0,0,0,0,0.0659131,0.479710656316161,1,1,0,6,0,6,0,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,18618,6,7,-1,1,0,0,0,0.1905471,0,0,1
281,2006,"Juraj","Liška",41,"Trenčín","Ing.","poslanec NR SR",18,"SDKÚ",422815,999034,31,18618,6,7,-1,1,0,0,0,0.1905471,0.851383113361056,4,4,0,1,0,1,0,0.732176218887483,0.732176218887483,0.24697161453625,,,,,,,,,,,,,,,1,,1
282,2002,"Lubica","Navrátilová",56,"","Prom. ma","informatik",2,"SDKÚ",433953,869811,28,2215,20,20,0,0,0,0,0,0.0112794,0.76076217360621,77,28,49,3.28571428571429,4.57894736842105,27,53,0.77010115266996,0.804325148646566,0.0116443189837685,11,"SF",79963,158793,0,7393,3,3,0,1,1,0,0,0.1140593,0,1,1
283,2002,"Robert","Nemcsics",40,"","Ing.","manažér",17,"ANO",230309,442270,15,3217,7,7,0,0,0,0,0,0.0529032,0.667254763585039,2,2,0,10,0,10,0,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
284,2002,"Karol","Ondriaš",50,"","RNDr., D","vedecký pracovník",10,"KSS",181872,307307,10,11013,5,5,0,0,0,0,0,0.1723056,0.909139026111503,70,42,28,2.19047619047619,4.11111111111111,18,56,0.718772053634439,0.77209284090018,0.18454481298518,16,"KSS",89418,189872,0,15748,3,4,-1,1,1,0,0,0.1721909,0,0,2
285,2002,"Branislav","Opaterný",39,"","RNDr.","konzultant",17,"ANO",230309,442270,15,881,15,15,0,0,0,0,0,0.0980132,0.596153846153846,40,37,3,1.62162162162162,14.5,10,27,0.397366395072817,0.625876417160821,0.13196894848271,11,"SF",79963,158793,0,1308,7,11,-4,0,0,0,0,0.0443147,0,1,1
286,2002,"Pavol","Paška",44,"","Mgr.","súkromný podnikatel",5,"Smer",387100,673096,25,14479,6,6,0,0,0,0,0,0.1530956,0.873853211009174,7,5,2,3.8,0.5,11,1,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,106308,3,4,-1,1,1,0,0,0.4744016,0,0,1
286,2006,"Pavol","Paška",48,"Košice","Mgr.","poslanec NR SR",19,"Smer",671185,1440267,50,106308,3,4,-1,1,1,0,0,0.4744016,0.928222744530826,5,5,0,1,0,4,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,224332,2,3,-1,1,1,0,0,1.546508,0,0,1
287,2002,"Alojz","Pridal",46,"","Mgr.","jadrový fyzik",12,"KDH",237202,523559,15,1222,15,15,0,0,0,0,0,0.1876445,0.955892731122089,13,7,6,10.1428571428571,3.2,22,14,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,2112,11,15,-4,0,0,0,0,0.4587514,0,0,1
288,2002,"Pavol","Rusko",39,"","PhDr.","súkromný podnikatel",17,"ANO",230309,442270,15,121320,1,1,0,1,1,0,0,0.1719762,0.493119266055046,2,2,0,4,0,8,0,0.397366395072817,0.625876417160821,0.13196894848271,8,"ANO",32775,71843,0,10936,4,3,1,1,1,0,1,0.1223946,0,0,1
289,2002,"Viliam","Sobona",54,"","MUDr.","radca riaditela",6,"HZDS",560691,1310310,35,11111,9,9,0,0,0,0,0,0.2193879,0.759527170077629,4,3,1,9.33333333333333,2,21,2,0.432486473770877,0.627355601968387,0.167254763585039,,,,,,,,,,,,,,,1,,1
290,2002,"Jozef","Ševc",54,"","Ing., CS","predseda ÚV KSS",10,"KSS",181872,307307,10,64256,1,1,0,1,1,0,0,0.3698844,0.852858151023289,12,9,3,8.22222222222222,1,11,2,0.718772053634439,0.77209284090018,0.18454481298518,16,"KSS",89418,189872,0,34275,1,1,0,1,1,0,0,0.3051662,0,0,2
291,2002,"Jozef","Šimko",46,"","Ing.","technik",12,"KDH",237202,523559,15,6927,12,12,0,0,0,0,0,0.3217798,0.979004940014114,25,12,13,7.25,2,38,18,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,5650,9,13,-4,0,0,0,0,0.3515845,0,0,1
291,2006,"Jozef","Šimko",49,"Stropkov","Ing.","poslanec NR SR",6,"KDH",191443,485752,14,5650,9,13,-4,0,0,0,0,0.3515845,0.915747604411499,15,13,2,15.0769230769231,2,60,4,0.723919725185319,0.723919725185319,0.287470620141023,13,"KDH",215755,518170,15,1661,41,41,0,0,0,0,0,1.599785,0,0,1
292,2002,"Igor","Šulaj",38,"","Ing.","audítor",5,"Smer",387100,673096,25,3410,11,11,0,0,0,0,0,0.1522294,0.912138320395201,69,15,54,1.93333333333333,6.26086956521739,19,73,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,33361,5,6,-1,1,0,0,0,0.4318764,0,0,1
293,2002,"Lubomír","Vážny",44,"","Ing.","riaditel",5,"Smer",387100,673096,25,5085,10,10,0,0,0,0,0,0.1603341,0.904199011997177,101,3,98,0,3.78125,0,70,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,13786,6,9,-3,0,0,0,0,0.3461454,0,0,1
294,2002,"Viliam","Veteška",49,"","JUDr.","podnikatel",6,"HZDS",560691,1310310,35,12231,10,10,0,0,0,0,0,0.4995706,0.742942836979534,1,1,0,10,0,10,0,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,98487,4,2,2,1,1,0,1,0.4172968,0,0,1
294,2006,"Viliam","Veteška",52,"Púchov","JUDr.","podpredseda NR SR",14,"HZDS",202540,527450,15,98487,4,2,2,1,1,0,1,0.4172968,0.429940336286386,0,0,0,0,0,0,0,0.674177363948653,0.674177363948653,0.0142831314409691,,,,,,,,,,,,,,,1,,1
296,2002,"Boris","Zala",47,"","doc., Ph","vysokoškolský ucitel",5,"Smer",387100,673096,25,45628,5,4,1,1,0,0,1,0.1465242,0.847918136908963,5,0,5,0,8,0,8,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,46652,18,5,13,1,0,0,1,0.276101,0,0,2
296,2006,"Boris","Zala",51,"Bratislava","doc., PhDr., CSc.","poslanec NR SR",19,"Smer",671185,1440267,50,46652,18,5,13,1,0,0,1,0.276101,0.719942144277707,1,1,0,1,0,1,0,0.872653599498017,0.872653599498017,0.00198879045380582,,,,,,,,,,,,,,,1,,3
297,2002,"Renáta","Zmajkovicová",40,"","0","riaditelka úradu VÚC",5,"Smer",387100,673096,25,5352,12,12,0,0,0,0,0,0.1720229,0.800988002822865,16,7,9,2.57142857142857,7,8,14,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,21024,9,7,2,1,0,0,1,0.6193187,0,0,1
297,2006,"Renáta","Zmajkovičová",44,"Trnava","Bc.","poslankyňa NR SR",19,"Smer",671185,1440267,50,21024,9,7,2,1,0,0,1,0.6193187,0.94792984993672,7,7,0,2.2,0,11,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,6160,18,18,0,0,0,0,0,1.86066,0,0,1
298,2002,"Samuel","Zubo",53,"","RSDr., C","pedag. pracovník",10,"KSS",181872,307307,10,5951,10,9,1,0,0,0,1,0.3024997,0.876499647141849,17,10,7,8.7,4.83333333333333,23,23,0.718772053634439,0.77209284090018,0.18454481298518,16,"KSS",89418,189872,0,6556,4,6,-2,1,1,0,0,0.2918089,0,0,2
299,2002,"Rudolf","Žiak",47,"","Mgr.","manažér",6,"HZDS",560691,1310310,35,89033,4,4,0,1,1,0,0,0.3634304,0.700070571630205,11,6,5,4.83333333333333,5,23,24,0.432486473770877,0.627355601968387,0.167254763585039,9,"HZD",14728,28810,0,2081,3,2,1,1,1,0,1,0.1822631,0,1,1
300,2002,"Igor","Pinkava",45,"","Ing.","manažér",6,"HZDS",560691,1310310,35,1737,19,19,0,0,0,0,0,0.1616964,0.704834156669019,3,3,0,4.66666666666667,0,11,0,0.432486473770877,0.627355601968387,0.167254763585039,9,"HZD",14728,28810,0,192,8,17,-9,0,0,0,0,0.0301765,0,1,1
301,2002,"Zuzana","Plháková",26,"","Mgr.","právnicka",2,"SDKÚ",433953,869811,28,3910,19,19,0,0,0,0,0,0.0445188,0.868560338743825,6,2,4,6,1,12,1,0.77010115266996,0.804325148646566,0.0116443189837685,,,,,,,,,,,,,,,1,,1
302,2002,"Dana","Podracká",48,"","PhDr.","spisovatelka",6,"HZDS",560691,1310310,35,3768,35,34,1,0,0,0,1,0.0815013,0.815808045165843,26,5,21,4.2,7.92307692307692,18,58,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,3383,21,22,-1,0,0,0,0,0.1341023,0,0,1
303,2002,"Ladislav","Polka",50,"","JUDr.","advokát",6,"HZDS",560691,1310310,35,3185,16,16,0,0,0,0,0,0.0922018,0.687896965419901,29,13,16,4.61538461538461,9.63636363636364,29,60,0.432486473770877,0.627355601968387,0.167254763585039,,,,,,,,,,,,,,,1,,1
304,2002,"Jarmila","Tkácová",41,"","Ing.","fytolekár",2,"SDKÚ",433953,869811,28,2833,23,23,0,0,0,0,0,0.2135347,0.981298517995766,14,7,7,5,3.2,28,14,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,2981,23,23,0,0,0,0,0,0.2808143,0,0,1
304,2006,"Jarmila","Tkáčová",45,"Košice","Ing.","poslankyňa NR SR",18,"SDKÚ",422815,999034,31,2981,23,23,0,0,0,0,0,0.2808143,0.877418188392696,21,15,6,9.73333333333333,2,60,8,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,2435,33,33,0,0,0,0,0,0.654332,0,0,1
305,2002,"František","Tóth",39,"","Ing.","riaditel gymnázia",17,"ANO",230309,442270,15,2703,12,12,0,0,0,0,0,0.1044965,0.419724770642202,0,0,0,0,0,0,0,0.397366395072817,0.625876417160821,0.13196894848271,21,"NÁDEJ",14595,25833,0,99,30,31,-1,0,0,0,0,-0.0360733,0,1,1
306,2002,"Tibor","Tóth",44,"","Ing.","elektroinžinier",2,"SDKÚ",433953,869811,28,915,27,27,0,0,0,0,0,0.0785887,0.977064220183486,2,2,0,4.5,0,8,0,0.77010115266996,0.804325148646566,0.0116443189837685,,,,,,,,,,,,,,,1,,1
307,2002,"Milan","Urbáni",58,"","MUDr., C","lekár",6,"HZDS",560691,1310310,35,2942,29,28,1,0,0,0,1,0.2674524,0.816690190543402,7,4,3,6.25,12,20,24,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,27433,8,4,4,1,0,0,1,0.2656786,0,0,2
307,2006,"Milan","Urbáni",61,"Banská Bystrica","MUDr., CSc., MPH","poslanec NR SR",14,"HZDS",202540,527450,15,27433,8,4,4,1,0,0,1,0.2656786,0.859519074308443,2,2,0,1,0,2,0,0.674177363948653,0.674177363948653,0.0142831314409691,,,,,,,,,,,,,,,1,,3
