"legid","Term","FirstName","LastName","Age","Hometown","Qualifier","OccupationSlovak","Party","PartyName","PartyVote","PartyPrefVotes","PartySeats","PrefVotes","InitialRank","FinalRank","RankDifference","ClearedThresh","InitialTop4","MovedToSafe","MovedUp","GearysC","Discipline","things.sponsored","bills.sponsored","amend.sponsored","mean.bill.cosp","mean.amend.cosp","unique.bill.cosp","unique.amend.cosp","RiceOrdinary","RiceDesposato","RollRate","Party_next","PartyName_next","PartyVote_next","PartyPrefVotes_next","PartySeats_next","PrefVotes_next","InitialRank_next","FinalRank_next","RankDifference_next","ClearedThresh_next","InitialTop4_next","MovedToSafe_next","MovedUp_next","GearysC_next","Retired","Switched","TitlesNumber"
674,2006,"Peter","Markovič",27,"Dolný Kubín","Mgr.","štátny zamestnanec",18,"SDKÚ",422815,999034,31,2385,25,25,0,0,0,0,0,0.5063708,0.932561923702766,12,11,1,14.4545454545455,7,66,7,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,2537,21,23,-2,0,0,0,0,1.44988,0,0,1
675,2006,"Ľuboš","Martinák",47,"Medzilaborce","Ing.","učiteľ",19,"Smer",671185,1440267,50,6281,39,39,0,0,0,0,0,0.6460391,0.990236846863135,0,0,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,2857,46,46,0,0,0,0,0,1.218556,0,0,1
676,2006,"Vladimír","Matejička",50,"Komárno","","technik",19,"Smer",671185,1440267,50,1615,43,43,0,0,0,0,0,0.2469312,0.98264328331224,0,0,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1232,43,43,0,0,0,0,0,1.240938,0,0,0
677,2006,"Ľuboš","Micheľ",38,"Prešov","Mgr.","futbalový rozhodca",18,"SDKÚ",422815,999034,31,24508,11,6,5,1,0,0,1,0.3604952,0.676369553426144,2,1,1,3,13,3,13,0.732176218887483,0.732176218887483,0.24697161453625,,,,,,,,,,,,,,,1,,1
679,2006,"Oľga","Nachtmannová",42,"Bratislava","Mgr.","vysokoškolská učiteľka",19,"Smer",671185,1440267,50,5549,37,37,0,0,0,0,0,0.0603273,0.990417645995299,8,2,6,1,3.16666666666667,2,12,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1491,63,63,0,0,0,0,0,0.911884,0,0,1
680,2006,"Martin","Pado",47,"Michalovce","Ing.","minister vnútra SR",18,"SDKÚ",422815,999034,31,6346,9,12,-3,0,0,0,0,0.4072151,0.885554149340083,21,10,11,19.7142857142857,4.33333333333333,60,10,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,4227,17,20,-3,0,0,0,0,1.299771,0,0,1
681,2006,"Pavol","Pavlis",45,"Bratislava","Ing.","riaditeľ spoločnosti",19,"Smer",671185,1440267,50,1250,15,17,-2,0,0,0,0,0.0796154,0.953534623033809,6,5,1,1.8,3,5,3,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,867,27,27,0,0,0,0,0,0.8214555,0,0,1
682,2006,"Peter","Pelegrini",30,"Banská Bystrica","Ing.","asistent poslanca NR SR",19,"Smer",671185,1440267,50,2665,27,28,-1,0,0,0,0,0.2520145,0.985716868559031,11,3,8,2,3,4,10,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,2745,34,34,0,0,0,0,0,2.146129,0,0,1
683,2006,"Ľubomír","Petrák",44,"Hurbanova Ves","Ing., CSc.","starosta",19,"Smer",671185,1440267,50,1765,40,40,0,0,0,0,0,0.2199876,0.983185680708733,4,2,2,2,1,4,2,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1019,44,44,0,0,0,0,0,1.07786,0,0,2
685,2006,"Ján","Podmanický",29,"Stará Bystrica","PhDr.","starosta obce",19,"Smer",671185,1440267,50,8831,17,19,-2,0,0,0,0,0.5227014,0.944133068161273,3,2,1,1.5,0,2,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,8325,24,24,0,0,0,0,0,0.9497613,0,0,1
686,2006,"Rudolf","Pučík",49,"Senec","JUDr.","advokát",20,"SNS",270230,541733,20,22046,3,3,0,1,1,0,0,0.2266444,0.941963478575303,17,16,1,3.5,7,25,7,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,8928,4,5,-1,1,1,0,0,1.365194,0,0,1
687,2006,"Iveta","Radičová",49,"Nová Dedinka","prof., Ph.D.","sociologička",18,"SDKÚ",422815,999034,31,205538,3,1,2,1,1,0,1,0.4804713,0.782498644006509,17,10,7,7.9,4.83333333333333,52,25,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,223760,1,1,0,1,1,0,0,1.193893,0,0,2
688,2006,"Rafael","Rafaj",46,"Bratislava","Mgr.","hovorca",20,"SNS",270230,541733,20,3090,12,13,-1,0,0,0,0,0.1294664,0.967094557946122,25,19,6,3.125,2.5,28,14,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,20318,7,4,3,1,0,0,1,1.703952,0,0,1
689,2006,"Ján","Richter",49,"Nitra","Bc.","manažér",19,"Smer",671185,1440267,50,5317,34,34,0,0,0,0,0,0.3778039,0.96745615621045,9,6,3,1.5,4.33333333333333,5,13,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,5176,14,14,0,0,0,0,0,1.643352,0,0,1
690,2006,"Ján","Zvonár",54,"Bratislava","doc., MUDr., CSc.","lekár",19,"Smer",671185,1440267,50,2068,46,46,0,0,0,0,0,0.0766414,0.978665702404628,5,4,1,3.5,1,12,1,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,294,68,68,0,0,0,0,0,0.6307227,0,0,3
692,2006,"Lucia","Žitňanská",42,"Bratislava","doc., JUDr., PhD.","ministerka spravodlivosti SR",18,"SDKÚ",422815,999034,31,16573,12,8,4,1,0,0,1,0.22753,0.896944494666426,26,20,6,6.2,6.66666666666667,58,19,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,74099,3,3,0,1,1,0,0,1.002117,0,0,3
693,2006,"Tatiana","Rosová",44,"Bratislava","PhDr.","sociologička",18,"SDKÚ",422815,999034,31,2984,16,16,0,0,0,0,0,0.06933,0.907792442596276,42,20,22,7.84210526315789,5.11111111111111,60,31,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,3643,26,27,-1,0,0,0,0,0.5930873,0,0,1
694,2006,"Jozef","Rydlo",57,"Bratislava","prof., Dr.","vysokoškolský učiteľ",20,"SNS",270230,541733,20,4867,11,12,-1,0,0,0,0,0.1159715,0.893147712890978,4,4,0,6.25,0,18,0,0.748056409329235,0.748056409329235,0.00705116615440246,,,,,,,,,,,,,,,1,,2
695,2006,"Beata","Sániová",58,"Martin","doc., MUDr., PhD.","prednostka kliniky",14,"HZDS",202540,527450,15,15266,2,8,-6,1,1,0,0,0.2806146,0.897306092930754,1,1,0,10,0,10,0,0.674177363948653,0.674177363948653,0.0142831314409691,,,,,,,,,,,,,,,1,,3
696,2006,"Ján","Senko",47,"Očová","PhDr.","riadiaci pracovník",19,"Smer",671185,1440267,50,2439,49,49,0,0,0,0,0,0.0733491,0.986440065087688,2,2,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1411,54,54,0,0,0,0,0,1.488814,0,0,1
697,2006,"Zsolt","Simon",35,"Padarovce","Ing.","poľnohospodár",10,"SMK",269111,791726,20,32765,10,6,4,1,0,0,1,0.7550023,0.889350931115531,30,5,25,12.2,2.1,52,19,0.765804857470017,0.765804857470017,0.255107575483638,18,"MOST-HÍD",205538,506726,14,56001,2,2,0,1,1,0,0,1.099666,0,1,1
698,2006,"Ján","Slabý",53,"Trebišov","","obchodný zástupca",20,"SNS",270230,541733,20,3103,14,15,-1,0,0,0,0,0.3267225,0.796962574579642,4,3,1,2.66666666666667,0,5,0,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,1548,10,11,-1,0,0,0,0,1.240098,0,0,0
699,2006,"Monika","Smolková",49,"Košice","Mgr.","zástupkyňa starostu",19,"Smer",671185,1440267,50,10340,36,36,0,0,0,0,0,0.3725077,0.808714518170313,2,1,1,2,7,2,7,0.872653599498017,0.872653599498017,0.00198879045380582,,,,,,,,,,,,,,,1,,1
700,2006,"Anna","Szögedi",56,"Tornaľa","","pedagóg",10,"SMK",269111,791726,20,9479,17,17,0,1,0,0,0,0.6886411,0.931477128909781,4,4,0,26.75,0,62,0,0.765804857470017,0.765804857470017,0.255107575483638,7,"SMK",109638,309527,0,4587,11,16,-5,1,0,0,0,1.3564,0,0,0
701,2006,"Ivan","Šaško",59,"Tvrdošín","Ing.","primátor",20,"SNS",270230,541733,20,6639,9,10,-1,0,0,0,0,0.5835607,0.973603326704032,3,3,0,9.33333333333333,0,25,0,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,2512,9,10,-1,0,0,0,0,1.22387,0,0,1
702,2006,"Ivan","Štefanec",44,"Bratislava","Ing., MBA, PhD.","splnomocnenec vlády SR",18,"SDKÚ",422815,999034,31,4485,8,11,-3,0,0,0,0,0.106221,0.921171578376424,30,24,6,6.91666666666667,6.8,60,29,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,8546,12,15,-3,0,0,0,0,0.8659319,0,0,3
703,2006,"Valentín","Švidroň",57,"Košice","RNDr., CSc.","odborný radca",20,"SNS",270230,541733,20,2576,18,19,-1,0,0,0,0,0.1814349,0.968360151871271,3,2,1,11,4,18,4,0.748056409329235,0.748056409329235,0.00705116615440246,,,,,,,,,,,,,,,1,,2
705,2006,"Jozef","Valocký",49,"Galanta","MUDr.","riaditeľ",19,"Smer",671185,1440267,50,1220,47,47,0,0,0,0,0,0.3889744,0.977580907611644,12,10,2,2.4,4,11,8,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,2081,35,35,0,0,0,0,0,1.361579,0,0,1
706,2006,"Magdaléna","Vášáryová",57,"Bratislava","Mgr.","štátna tajomníčka MZV SR",18,"SDKÚ",422815,999034,31,39317,14,5,9,1,0,0,1,0.3389835,0.87325980835292,12,5,7,28.8,3.4,60,17,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,32787,23,4,19,1,0,0,1,1.072858,0,0,1
707,2006,"Emil","Vestenický",57,"Trenčín","Ing., genmjr. v. v.","dôchodca",20,"SNS",270230,541733,20,3648,13,14,-1,0,0,0,0,0.1217712,0.964563370095823,4,4,0,5.75,0,18,0,0.748056409329235,0.748056409329235,0.00705116615440246,,,,,,,,,,,,,,,1,,2
708,2006,"Ján","Golian",56,"Detva","PhDr.","štátny tajomník MP SR",18,"SDKÚ",422815,999034,31,2034,32,32,0,0,0,0,0,0.1969032,0.571506056770927,3,3,0,13.3333333333333,0,38,0,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,2079,15,18,-3,0,0,0,0,1.506496,0,0,1
718,2006,"Peter","Obrimčák",45,"Stropkov","MUDr.","lekár",19,"Smer",671185,1440267,50,5047,51,51,0,0,0,0,0,0.6794307,0.995299222563732,1,1,0,10,0,10,0,0.872653599498017,0.872653599498017,0.00198879045380582,,,,,,,,,,,,,,,1,,1
719,2006,"Ľubica","Rošková",51,"Michalovce","PhDr.","psychologička",19,"Smer",671185,1440267,50,5488,52,52,0,0,0,0,0,0.513931,0.978665702404628,1,0,1,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,5097,51,51,0,0,0,0,0,1.313147,0,0,1
720,2006,"Magda","Košútová",50,"Trenčín","Ing.","predsedníčka poľnohospodárskeho družstva",19,"Smer",671185,1440267,50,4571,53,53,0,0,0,0,0,0.3508809,0.955523413487615,5,3,2,2.33333333333333,0.5,4,1,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,4510,22,22,0,0,0,0,0,2.017066,0,0,1
721,2006,"Viliam","Jasaň",53,"Bratislava","RSDr.","manažér",19,"Smer",671185,1440267,50,1071,54,54,0,0,0,0,0,0.0735901,0.989694449466643,8,8,0,1.4,0,6,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,991,56,56,0,0,0,0,0,0.787311,0,0,1
723,2006,"Branislav","Bačík",37,"Žilina","Ing.","štátny zamestnanec",19,"Smer",671185,1440267,50,5469,57,57,0,0,0,0,0,0.6391484,0.986440065087688,6,6,0,0.666666666666667,0,2,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1341,65,65,0,0,0,0,0,2.931868,0,0,1
724,2006,"Marián","Haľko",61,"Prešov","","konateľ s. r. o.",14,"HZDS",202540,527450,15,3256,14,16,-2,0,0,0,0,0.2911648,0.822455252214789,0,0,0,0,0,0,0,0.674177363948653,0.674177363948653,0.0142831314409691,8,"HZDS",109480,236360,0,3616,22,14,8,1,0,0,1,1.394617,0,0,0
725,2006,"Jozef","Líška",68,"Ružiná","","dôchodca",20,"SNS",270230,541733,20,2303,21,21,0,0,0,0,0,0.3229324,0.868559030916652,1,1,0,18,0,18,0,0.748056409329235,0.748056409329235,0.00705116615440246,1,"EDS",10332,16715,0,210,21,20,1,0,0,0,1,1.858687,0,1,0
726,2006,"Mikuláš","Krajkovič",38,"Vápeník","","starosta",19,"Smer",671185,1440267,50,1722,58,58,0,0,0,0,0,0.7918571,0.990598445127463,1,0,1,0,4,0,4,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,3010,47,47,0,0,0,0,0,1.277341,0,0,0
729,2006,"Tibor","Lebocký",42,"Budča","Ing.","lesný inžinier",19,"Smer",671185,1440267,50,2311,56,56,0,0,0,0,0,0.3616653,0.975049719761345,6,4,2,1.5,0.5,4,1,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1461,73,73,0,0,0,0,0,1.466162,0,0,1
730,2006,"Emília","Müllerová",52,"Kremnica","MUDr.","lekárka",19,"Smer",671185,1440267,50,2641,59,59,0,0,0,0,0,0.4731237,0.982281685047912,0,0,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,472,69,69,0,0,0,0,0,1.241299,0,0,1
731,2006,"Marián","Kovačócy",47,"Trnava","Ing.","manažér",19,"Smer",671185,1440267,50,1391,60,60,0,0,0,0,0,0.4422335,0.98047369372627,8,7,1,1,7,3,7,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1141,58,58,0,0,0,0,0,1.915135,0,0,1
732,2006,"Jana","Vaľová",40,"Humenné","","odborná pracovníčka",19,"Smer",671185,1440267,50,6935,61,61,0,0,0,0,0,0.4786627,0.93274272283493,7,6,1,0,1,0,1,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,9170,57,57,0,0,0,0,0,1.373997,0,0,0
733,2006,"Michal","Lukša",44,"Snina","","živnostník",19,"Smer",671185,1440267,50,2246,62,62,0,0,0,0,0,0.6372223,0.975230518893509,4,0,4,0,4.5,0,15,0.872653599498017,0.872653599498017,0.00198879045380582,,,,,,,,,,,,,,,1,,0
734,2006,"Viera","Mazúrová",45,"Oravská Lesná","Bc.","manažérka",19,"Smer",671185,1440267,50,3244,63,63,0,0,0,0,0,0.59164,0.995118423431568,1,1,0,2,0,2,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,2568,85,85,0,0,0,0,0,0.6534113,0,0,1
735,2006,"Ján","Babič",51,"Rakovnica","Ing.","štátny úradník",19,"Smer",671185,1440267,50,1682,64,64,0,0,0,0,0,0.5397128,0.96745615621045,1,1,0,1,0,1,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,678,72,72,0,0,0,0,0,0.9213977,0,0,1
736,2006,"Anton","Bobrík",52,"Kopčany","Ing.","prednosta MÚ",19,"Smer",671185,1440267,50,947,65,65,0,0,0,0,0,0.5504169,0.950641836919183,1,1,0,10,0,10,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,260,89,89,0,0,0,0,0,1.138353,0,0,1
737,2006,"Lea","Grečková",45,"Smižany","Mgr.","manažérka",19,"Smer",671185,1440267,50,2112,66,66,0,0,0,0,0,0.4714141,0.994395226902911,1,1,0,1,0,1,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,3127,64,64,0,0,0,0,0,1.377117,0,0,1
738,2006,"Pavol","Goga",42,"Topoľčany","PaedDr.","učiteľ",19,"Smer",671185,1440267,50,2696,68,68,0,0,0,0,0,0.6367133,0.980654492858434,1,0,1,0,2,0,2,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,2647,41,41,0,0,0,0,0,1.084584,0,0,1
739,2006,"Ján","Chrbet",42,"Očová","Ing.","obchodný riaditeľ",20,"SNS",270230,541733,20,2610,23,23,0,0,0,0,0,0.2471091,0.805098535527029,4,4,0,6.5,0,20,0,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,1675,11,12,-1,0,0,0,0,1.525995,0,0,1
